,Boundary_Task_1,Boundary_high_Task_2,Boundary_low_Task_2,Boundary_Task_3,AIC,sub_id,n_trials,Accuracy_1,Accuracy_2,Accuracy_3,mean_accuracy,BIC,negLL,slope
0,0.5947654925971647,0.49075126164503635,0.6300685321529875,0.2660556506657936,10.0,,,,,,,0,0.0,0.2292775394857669
1,0.6163235366091702,0.5824791329024546,0.5839297369984882,0.2491025959160822,10.0,,,,,,,0,0.0,0.2354133085443757
2,0.8713900016520678,0.042655969943219074,0.6757462567185959,0.6459275076790675,10.0,,,,,,,0,0.0,0.5504484388181583
3,0.68341148385937,0.25673419052765,0.7947832222121662,0.26237344008278907,10.0,,,,,,,0,0.0,0.05901009780001809
4,0.6958243102959705,0.22268906653830023,0.022417310665503565,0.9716430423806725,10.0,,,,,,,0,0.0,0.2169430144160236
5,0.8424224656028118,0.44276400971728247,0.3789599542772264,0.118230274847548,10.0,,,,,,,0,0.0,0.38874208855080095
6,0.4889864409354384,0.18211396532762147,0.7367968009388765,0.26463734943560335,10.0,,,,,,,0,0.0,0.2443910234820511
7,0.8795781574304192,0.33330492504110076,0.9883877859900787,0.3803680227599038,10.0,,,,,,,0,0.0,0.5927882966659236
8,0.2051679301329884,0.8850226063378878,0.9304677649606917,0.4079413725339297,10.0,,,,,,,0,0.0,0.960418494325069
9,0.44935473319131636,0.9100609064425639,0.5361489071669733,0.9457671455501695,10.0,,,,,,,0,0.0,0.6288190531583854
